id,status,grain_yield,test_weight,plant_height,maturity_time,heading_time,grain_moisture,lodging,FHB_DON,FHB_grain_INC,FHB_heading_time,Z_DON,Z_INC,ISK_Custom,Acceptability,Net_Merit,Net_Merit2
IL25-S611,Target,0.140419259,1.116205609,1.832858082,-0.028297978,-0.688377311,-0.535916888,-0.218904708,0.8387857,1.665910689,-0.713116249,0.386272145,0.063757913,0.225015029,-0.627098411,5.182492017,2.674098373
IL25-S612,Target,0.148585086,2.696332268,3.452891103,0.566004257,0.968583843,-0.632409391,-0.050433163,0.651265373,2.823419273,-0.059831961,0.205698911,0.341033183,0.273366047,-1.47085724,13.52095188,7.637522923
IL25-S613,Target,0.419645051,2.038676278,-2.668879278,-0.050985578,0.223308763,-0.185809007,-0.090217234,-0.167234462,1.160459232,-1.025246352,-0.582477843,-0.057320402,-0.319899123,1.43582074,20.35517902,26.09846198
IL25-S614,Target,0.03320688,-2.210942818,2.227499139,0.311027388,-0.053841532,-0.894620566,-0.165540318,0.894789265,3.370267496,-0.493691751,0.440200938,0.472027882,0.45611441,-1.112943582,-26.30612864,-30.75790296
IL25-S615,Target,0.124756437,2.082442918,1.861606873,0.508446195,-0.035284536,-0.507458173,-0.3678404,0.553914661,3.300876896,0.035747255,0.111954764,0.455405718,0.283680241,-0.514088985,12.09890011,10.04254417
IL25-S616,Target,0.038000453,10.41368809,0.952133637,0.704072901,2.157655194,0.59689677,0.872331309,1.002373153,-5.657815252,0.685282233,0.54379915,-1.690603234,-0.573402042,-0.77672989,70.23043753,67.12351797
IL25-S617,Target,0.110602601,4.917679926,0.845997961,0.694343795,1.824861347,0.787682945,0.632801978,0.885288327,-4.171157248,0.881216516,0.431051983,-1.334481902,-0.451714959,-0.574653655,26.9949434,24.69632878
IL25-S618,Target,-0.007961243,10.89462091,1.165177583,0.797278866,2.069514816,0.540216544,0.513369254,1.094202484,-3.178098505,0.526780505,0.632226467,-1.096599751,-0.232186642,-0.795386718,73.16802696,69.98648009
IL25-S619,Target,0.009394379,4.299486827,-4.978083324,1.746018372,2.015117845,0.746883307,-0.410174777,-0.564863777,-4.440398752,2.158327548,-0.965376127,-1.398977329,-1.182176728,3.698313196,29.76803089,44.56128367
IL25-S62,Target,0.114243241,4.248411081,-0.296594884,-0.474204759,0.442791257,0.146809784,0.582230583,-0.874726442,-3.945569203,-0.764689926,-1.263759266,-1.280443437,-1.272101352,0.879093727,43.3011279,46.81750281
IL25-S620,Target,-0.045988531,3.473671374,-0.445512175,0.061528923,0.202820469,0.469728739,1.331303776,0.609002357,-2.415378333,-0.414220291,0.165001619,-0.913894029,-0.374446205,-1.124941112,22.74955159,18.24978714
IL25-S621,Target,0.160062667,6.826042268,1.131784222,0.707295937,2.159818782,0.785280599,0.751854686,0.964015258,-4.733005911,0.407445845,0.506862305,-1.469069879,-0.481103787,-0.79402147,41.49333246,38.31724658
IL25-S622,Target,-0.109613553,8.013216545,0.704013401,0.747348786,0.869112618,0.55480725,1.363592883,0.478305221,-4.851248269,-0.196076678,0.039146438,-1.497394232,-0.729123897,-1.141429124,57.29503005,52.72931355
IL25-S623,Target,-0.242723164,7.060470766,0.312526806,0.35445289,2.009262243,1.396721501,-0.827585517,0.419590117,0.027340619,2.581451085,-0.017393439,-0.328753179,-0.173073309,1.175886659,46.95212908,51.65567571
IL25-S624,Target,0.053850288,-1.43547693,3.415607343,0.610402983,0.976917469,0.743555045,-0.185865936,0.640348856,-0.359251852,0.317294207,0.19518682,-0.421359431,-0.113086306,-0.815982954,-21.40415176,-24.66808358
IL25-S625,Target,0.044553963,2.46685745,-1.32898003,1.114754172,1.192740318,0.860668221,-0.289501,0.865088411,-1.317453918,0.269768528,0.411600416,-0.650891843,-0.119645713,0.985364261,7.022042082,10.96349913
IL25-S626,Target,0.013249781,-0.381526071,-1.298717087,0.561461919,0.889787422,0.827295601,-0.108965647,1.010728562,-2.331162013,-0.308597737,0.551845015,-0.89372044,-0.170937712,0.801733377,-15.58997666,-12.38304315
IL25-S627,Target,0.127436452,0.775071089,0.501900474,0.635097829,0.800598329,0.500641264,-0.345102402,-0.050701112,-1.935934961,0.234818447,-0.470261721,-0.799045818,-0.634653769,1.038212841,3.55342683,7.706278194
IL25-S628,Target,0.077875864,-0.134412199,-1.418543174,0.51144103,0.703227005,0.789837197,0.018463928,0.813657503,-1.89123982,0.375835472,0.362074876,-0.788339325,-0.213132224,0.728693568,-10.84219219,-7.927417914
IL25-S629,Target,6.53E-04,12.17454,-2.21677793,0.09863507,-0.282153445,0.49283713,0.626085678,-0.948372683,-2.891359809,0.958710547,-1.334677124,-1.027912961,-1.181295042,1.383888553,109.4443925,114.9799467
IL25-S63,Target,0.0995325,2.095698777,1.846677197,0.410899239,0.967171104,-0.108594391,0.888190647,-0.591593046,-3.067217521,-0.286550939,-0.991115154,-1.070038778,-1.030576966,-0.55920273,18.99886901,16.76205809
IL25-S630,Target,0.129575649,-4.766801396,2.489032853,0.210079471,-0.512682163,0.540925815,-0.14227422,0.054000966,-2.027865492,0.140405483,-0.369438556,-0.821067307,-0.595252931,0.032212879,-38.37214406,-38.24329254
IL25-S631,Target,0.178857949,0.827046313,-3.616572731,1.118922722,1.035272495,0.070010697,-1.263409405,1.760797984,1.8754848,1.061522219,1.274126508,0.113960321,0.694043415,2.071552703,-12.7769803,-4.49076949
IL25-S632,Target,-0.142641749,6.593060882,-1.567458954,-0.462574416,0.846623676,-0.040559661,-0.99482105,1.946475843,3.813957243,-0.00229653,1.452925532,0.578311495,1.015618514,0.618331191,36.61632001,39.08964477
IL25-S633,Target,0.01324773,5.95194337,1.634453669,0.427944448,0.70755719,0.169367705,-0.680607481,1.804327354,3.61982595,-0.015582864,1.316043238,0.531808335,0.923925787,-0.799272882,31.28608208,28.08899055
IL25-S634,Target,-0.061060025,4.612315195,0.487420608,-0.342884021,0.472764859,-0.093340006,-1.053415212,1.708783421,4.265589394,-0.234662056,1.224038935,0.68649767,0.955268303,0.048924405,23.36229899,23.55799661
IL25-S635,Target,-1.01E-04,5.504623782,-3.198536903,-0.11841162,0.12090285,0.071675207,-1.357437502,0.707608252,0.397813959,-0.087536173,0.259954447,-0.240008182,0.009973132,2.872008634,39.80755536,51.29558989
IL25-S636,Target,0.291312622,5.315220138,-2.492756621,0.718108412,1.604622052,0.225000759,-0.919268543,2.001988106,-1.193762706,1.368420444,1.506381225,-0.621262244,0.44255949,1.53402458,22.67441324,28.81051156
IL25-S637,Target,-0.1032051,5.163599627,3.870193173,0.123592843,0.68622651,0.148895522,-0.380725915,2.661844017,3.380967336,-0.628758095,2.141791359,0.474590974,1.308191167,-2.433983441,17.84537489,8.109441128
IL25-S638,Target,-0.249199385,6.788789372,-1.021673158,-0.296222183,0.386102037,0.4888294,-0.744726832,0.924839427,0.650258144,-0.875864672,0.469137827,-0.179536467,0.14480068,1.151486234,46.91081088,51.51675581
IL25-S639,Target,-0.098721073,14.91473683,2.751581597,-0.307006847,0.532818626,0.366689378,-0.299410743,1.787779677,4.027757314,-0.42182865,1.300108606,0.62952621,0.964817408,-1.734967907,107.7172927,100.777421
IL25-S64,Target,0.304202011,3.397730878,2.596987371,-0.07599126,1.018417421,0.007366288,1.031679616,-1.493485582,-6.225924249,-2.25E-04,-1.859595147,-1.826690843,-1.843142995,-0.02905535,39.7626986,39.6464772
IL25-S640,Target,0.094148259,5.752905401,-3.139661204,1.093854596,1.362190505,0.490459796,-1.106748645,2.116404574,0.979600437,1.355885024,1.616558889,-0.100644203,0.757957343,1.624021321,23.78872449,30.28480977
IL25-S641,Target,0.157660746,7.805116595,1.620023194,0.098420263,0.497045142,0.073265382,-0.695948592,1.986232687,3.13211373,-0.123356094,1.491209498,0.414979364,0.953094431,-0.809418102,47.56086293,44.32319052
IL25-S642,Target,-0.085750866,7.840624069,-0.566237323,0.448305205,1.342418206,0.31055867,-1.488085935,0.752874337,2.034279433,0.246238888,0.303543553,0.151998765,0.227771159,1.859324006,53.23368668,60.6709827
IL25-S643,Target,0.236922776,3.789810955,-5.045721905,0.107537494,0.71296431,0.40985437,-1.189455032,1.762976938,0.213968817,0.895082796,1.276224737,-0.284047347,0.496088695,2.713478946,15.92761329,26.78152908
IL25-S644,Target,0.078794358,2.212064299,-1.005335418,0.768588759,-0.745317141,0.565533891,-1.073219192,1.154847824,-1.816220953,-0.364489474,0.69062507,-0.770368939,-0.039871934,1.795628455,9.184839628,16.36735345
IL25-S645,Target,0.188428223,5.339489325,-1.366499882,0.025346702,2.108616896,0.4689601,0.19305279,0.297690729,-0.718619875,1.717313677,-0.134776802,-0.507444206,-0.321110504,0.613488798,36.93524801,39.3892032
IL25-S646,Target,-0.007144143,9.393137965,2.382892472,0.370087349,2.06597288,0.870759174,0.467012039,0.638163599,-1.506756098,2.433508432,0.19308252,-0.696238213,-0.251577847,-1.137407825,65.71690587,61.16727457
IL25-S647,Target,0.17523803,0.581306322,5.67861345,-0.328583152,2.357600511,0.44717894,-0.0467745,-0.218421108,0.730765482,1.735946795,-0.63176817,-0.160251346,-0.396009758,-1.447122951,1.943911159,-3.844580645
IL25-S648,Target,0.070689867,16.83098982,3.974296987,0.612099955,3.183921183,0.928877834,0.741769562,-0.024488205,-0.51314324,2.440997751,-0.445019927,-0.458223327,-0.451621627,-1.810120004,129.5657144,122.3252344
IL25-S649,Target,0.229505502,5.704116782,0.588906489,-0.262017978,1.883677224,0.544351302,-0.27684929,-0.284230613,1.597133956,1.327262296,-0.695139621,0.047282798,-0.323928411,0.544597289,46.49209264,48.6704818
IL25-S65,Target,0.149338349,12.31575503,2.948044164,0.030419698,1.881664745,0.251821992,1.007726895,-0.822516312,-6.627299474,0.387914917,-1.213483372,-1.922838228,-1.5681608,-0.451960239,104.5288963,102.7210554
IL25-S650,Target,0.313238923,3.859334221,5.776560298,-0.464095115,1.086109038,0.487136112,0.386276956,0.140118482,-1.851036575,0.869673448,-0.286511448,-0.778708843,-0.532610145,-1.880117014,30.99804426,23.47757621
IL25-S651,Target,0.067210839,10.8896287,1.865546645,0.427668351,1.955164171,0.575708215,1.012400729,0.891181191,2.483568489,2.532687319,0.436726533,0.259623663,0.348175098,-2.38871708,76.63773763,67.08286931
IL25-S652,Target,0.498440463,10.39797254,4.595726655,0.024666358,1.225455258,0.832715561,0.731272867,0.343705778,-3.728980134,1.71871774,-0.090466479,-1.228560632,-0.659513556,-1.7632056,82.91689974,75.86407734
IL25-S653,Target,-0.066495116,-0.146659844,0.752611078,-0.379023873,-0.140409486,0.02477709,0.427973555,0.633291583,3.944478184,0.96508825,0.188390998,0.60957712,0.398984059,-1.300602958,-5.40263377,-10.6050456
IL25-S654,Target,-0.101109365,5.938892942,1.780573148,-0.762956754,0.066211623,-0.082675455,0.618718224,0.085972934,3.262909794,1.307523782,-0.338651058,0.446310893,0.053829917,-1.492202658,49.94380795,43.97499732
IL25-S655,Target,-0.047890679,12.6169651,6.83730015,0.573114669,1.368161086,0.509705645,1.097139651,0.588497915,-5.591365782,1.985370638,0.145256808,-1.674685603,-0.764714397,-2.896009979,94.04350118,82.45946127
IL25-S657,Target,0.238920845,8.676048724,1.150999087,-0.521754956,1.661304212,0.659663556,-0.065439333,0.002864756,-1.147806558,0.796085144,-0.418680315,-0.610253684,-0.514466999,0.302669486,70.1998867,71.41056464
IL25-S658,Target,0.356762935,16.2444092,2.431951297,0.871555771,2.465317285,0.579721459,1.489772923,0.298384201,-7.938505545,2.02882346,-0.134109021,-2.236930946,-1.185519984,-1.359695458,125.0468205,119.6080387
IL25-S659,Target,0.329808102,15.25138443,1.893133016,0.927270659,2.639378169,0.544831822,1.343639733,0.32768682,-6.803333274,1.851917577,-0.105891981,-1.965006226,-1.035449104,-1.162059856,115.7472817,111.0990422
IL25-S66,Target,0.118822924,8.309886825,0.067003998,-0.395376214,-0.259040911,-0.12469189,0.817115651,-1.824461822,-4.905442616,-0.697135825,-2.178309663,-1.510376212,-1.844342937,1.135952511,86.68805678,91.23186683
IL25-S660,Target,0.248112699,-4.97288961,-0.158888969,0.378629276,0.575531125,-0.545792816,0.228524423,0.465402771,3.479801057,-0.272944934,0.026721987,0.498266087,0.262494037,-0.558033143,-46.3442708,-48.57640337
IL25-S661,Target,0.168445578,4.055487048,-1.93630824,0.520330837,-0.202348424,-0.266465367,-0.295617564,-0.158153673,1.674020973,-0.895137992,-0.573733472,0.06570069,-0.254016391,1.367543354,35.08914914,40.55932255
IL25-S662,Target,0.168660845,6.019738949,-1.709015421,0.091885286,-0.333602092,-0.369940086,-0.102935638,0.547263526,2.504901937,-1.073707547,0.105550035,0.264733982,0.185142009,0.508262079,47.12552466,49.15857298
IL25-S663,Target,0.191262475,-1.616059194,-1.378753698,-0.090553475,-0.321187912,-0.272344711,-0.026215357,0.22251276,3.167496465,-0.805789405,-0.207169642,0.423455117,0.108142738,0.385784562,-12.93763504,-11.39449679
IL25-S664,Target,0.212499441,2.293469747,2.262624959,0.72245003,0.715653597,-0.03030433,-0.248626174,0.351627998,1.970535596,0.634259676,-0.082837755,0.136729254,0.02694575,-0.500008603,13.32375936,11.32372495
IL25-S665,Target,0.365170801,2.126576152,-0.514865178,0.2676356,0.13764932,-0.292470257,0.112922056,0.003581436,-0.705253713,-0.538421051,-0.417990186,-0.50424241,-0.461116298,0.58871373,18.67750503,21.03235995
IL25-S666,Target,-0.273957296,5.323408827,-1.27618119,0.74374482,1.745422118,1.246748496,-0.655263007,-0.778967485,-2.244936018,2.219856037,-1.171547905,-0.873065443,-1.022306674,2.530387792,41.93823305,52.05978422
IL25-S667,Target,-0.202495732,7.574886476,1.501223586,0.46286915,1.203085222,1.331899188,-0.871483749,0.160525577,-2.233653052,2.082349515,-0.266860378,-0.870362666,-0.568611522,1.294051271,55.5931406,60.76934568
IL25-S668,Target,0.367200025,2.318551557,2.601839059,0.988663528,1.844522248,0.236560031,-0.567309319,0.778560757,0.63578433,0.881299815,0.328278364,-0.183003595,0.072637384,-0.259077702,6.967730118,5.931419308
IL25-S669,Target,0.188765928,2.547791083,0.979583623,0.235004761,0.632460282,-0.191674082,0.043305658,0.588973095,3.262422825,-0.044684064,0.145714384,0.446194242,0.295954313,-0.755393032,14.9390721,11.91749997
IL25-S67,Target,0.109655,5.353645306,-0.874589944,-0.684034805,1.912424396,-0.01313119,0.862832298,-1.501733402,-4.239552861,0.385456672,-1.867537409,-1.350865721,-1.609201565,1.122310485,54.07947499,58.56871693
IL25-S670,Target,0.138434943,-8.135828943,0.450982081,0.503355571,-0.018679984,-0.440103365,0.176883714,-0.350674153,1.217863347,0.307182352,-0.759121618,-0.043569539,-0.401345579,0.095842261,-65.15469299,-64.77132394
IL25-S671,Target,0.142464225,-1.928845938,-2.230936367,1.728348401,2.882730663,-0.587368771,0.807211482,-0.616570443,0.459604165,1.130511812,-1.01516721,-0.225206654,-0.620186932,0.477103724,-23.10381184,-21.19539694
IL25-S672,Target,0.005377549,-2.205733394,0.411420768,0.393054173,-0.077678347,-0.381229988,0.253069509,-0.622930193,-1.220465705,-1.168246346,-1.021291349,-0.627658811,-0.82447508,0.520415276,-13.99887663,-11.91721553
IL25-S673,Target,-0.01667986,2.693797838,2.886137479,0.567502819,0.149738722,-0.054452934,-0.245157728,-0.713095731,-2.384997158,-0.970215398,-1.108116511,-0.906616374,-1.007366443,0.523810118,26.14309051,28.23833098
IL25-S674,Target,0.035520482,-8.810379012,1.183071223,0.509478768,0.151343231,-0.726334895,-0.626066706,-0.599212726,3.594310442,-0.634865551,-0.998452546,0.525696226,-0.23637816,0.685685709,-69.81156684,-67.068824
IL25-S675,Target,0.230685982,2.817088723,0.384884283,1.022342131,0.703438124,-0.085870629,0.191430812,-0.618767414,1.994167164,-0.189405395,-1.017282789,0.142390075,-0.437446357,0.143524609,25.01836225,25.59246069
IL25-S676,Target,-0.119564553,3.735736231,1.906614356,0.373952496,0.214421869,-0.111912728,0.06072973,-1.040297288,2.468207509,-0.924825384,-1.423196185,0.255944019,-0.583626083,-0.042278639,37.25086699,37.08175243
IL25-S677,Target,0.11949558,3.475882854,-3.681463228,0.37003077,0.79680448,-0.307705575,-0.28990895,-1.224098718,1.286761724,-0.150191427,-1.600188297,-0.027065285,-0.813626791,2.64449873,36.42362241,47.00161734
IL25-S678,Target,0.270220334,5.357230978,-0.912743189,0.956095039,0.158412793,-0.047687446,-0.276731858,-1.554402441,-0.226041067,0.145322057,-1.91825521,-0.389449468,-1.153852339,2.06941663,55.8390585,64.11672502
IL25-S679,Target,0.072332448,-9.060940771,0.085867442,0.345846763,0.261844393,-0.549317923,-0.62708048,-1.063807197,3.312933771,0.12714612,-1.445835119,0.458293881,-0.493770619,1.380714456,-67.6621251,-62.13926728
IL25-S68,Target,0.175289881,-1.832291742,-3.192139078,0.117386222,0.515115183,0.161128902,-1.192352893,0.719122163,4.80415259,-0.503935972,0.2710418,0.815507734,0.543274767,2.012411029,-21.91112602,-13.8614819
IL25-S681,Target,0.206110683,2.248719058,-3.452473353,0.550952926,-0.074522728,-0.244248202,-0.610026351,-1.369018637,-0.367173869,-0.152840852,-1.739739347,-0.42325711,-1.081498228,3.303657423,29.92145178,43.13608147
IL25-S682,Target,0.216594708,-1.103467449,-1.95857112,1.255197843,1.608686425,-0.401546313,-0.076466477,-0.412324502,4.253438725,0.441620747,-0.818487997,0.68358704,-0.067450479,0.865431735,-12.54736632,-9.085639382
IL25-S683,Target,0.465290241,4.440260547,-1.465592112,0.837808506,0.788080935,-0.069533233,-0.483337502,-1.524431559,0.925148948,0.319577871,-1.889394664,-0.113687779,-1.001541222,2.347925531,47.70790098,57.0996031
IL25-S684,Target,0.146349096,7.063385129,-3.136351808,1.361688021,0.337971389,-0.369824801,0.060508432,-0.718372721,1.009820384,0.140929821,-1.113198004,-0.093405169,-0.603301586,1.744651367,60.65400427,67.63260974
IL25-S685,Target,0.306752681,8.817541926,-1.328248215,0.776189497,0.641445572,-0.085330586,-0.189688018,-0.823923406,0.590706333,0.241522686,-1.214838337,-0.193801799,-0.704320068,1.559769533,77.85795302,84.09703115
IL25-S686,Target,0.201381663,0.371585768,0.206680759,0.929424719,1.072938565,-0.321384652,0.113553344,-0.429702436,1.142839493,0.626141442,-0.835222129,-0.061541121,-0.448381625,0.320307765,2.190337427,3.471568486
IL25-S687,Target,0.098375828,4.329392885,3.040657369,-0.242897983,-0.119639446,-0.196666276,0.854066512,0.714614857,1.636844899,1.41212094,0.266701477,0.056795352,0.161748414,-2.368904813,31.62464125,22.14902199
IL25-S688,Target,-0.003961347,6.392797437,2.391931922,-0.403268979,-0.118931667,-0.066910957,0.511261206,0.305118016,2.546029933,1.083107672,-0.127624676,0.274585983,0.073480654,-1.589811994,51.98425149,45.62500352
IL25-S689,Target,0.221228092,-4.455330182,0.86400437,-0.571320805,-1.405400276,-0.245200933,0.35456119,0.683996892,1.628329719,0.130766245,0.23721782,0.054755584,0.145986702,-0.939192441,-35.71619277,-39.47296254
IL25-S69,Target,0.303224633,3.667938782,-3.822893825,0.006087424,0.794182878,-0.154829382,-0.749668102,0.933215854,1.643732698,0.258225415,0.477203932,0.058445289,0.26782461,1.988934372,22.26091078,30.21664827
IL25-S690,Target,0.292210982,4.380665834,2.857071982,-0.14363343,0.678885694,0.144370584,0.458363755,-0.016508861,-2.719866232,0.647296629,-0.437336195,-0.98683255,-0.712084373,-0.737032569,36.74406413,33.79593386
IL25-S691,Target,0.115885542,1.004133316,3.127504194,-0.349195978,-0.689201067,-0.282733311,0.543020714,0.452929988,1.011216762,0.560459688,0.014711285,-0.093070674,-0.039179694,-1.752520212,8.218791922,1.208711074
IL25-S692,Target,0.358886309,5.44274558,1.582723117,-0.057961697,0.842871336,0.642825028,0.386763875,0.349075514,-1.259910112,0.786618014,-0.085295677,-0.637107518,-0.361201597,-0.621196918,42.21991603,39.73512836
IL25-S693,Target,0.290131631,15.39346541,1.167221156,0.907277355,2.116811151,0.477400563,1.325166085,0.201655926,-7.299847029,1.765254385,-0.22725379,-2.08394356,-1.155598675,-0.739486593,119.2711229,116.3131765
IL25-S694,Target,0.07832267,-2.985508785,0.354355249,0.229076069,1.102344367,0.173352077,0.108623678,1.024075079,-0.37557747,2.011625008,0.564697082,-0.42527015,0.069713466,-0.349185203,-36.58105408,-37.97779489
IL25-S695,Target,0.033691757,3.894640292,2.378307691,-0.214799,0.052824636,-0.280242233,0.942865595,-0.107627249,1.727250591,1.298845385,-0.525078907,0.078451573,-0.223313667,-1.788893726,33.88151612,26.72594122
IL25-S696,Target,0.054502762,5.280910577,-0.134625692,-0.086798541,1.476699625,0.818119701,0.054865286,0.798256466,-3.564236974,2.251587465,0.347244404,-1.189097249,-0.420926423,0.482886839,33.59485623,35.52640359
IL25-S697,Target,0.102611354,7.737282694,3.920010499,1.58058462,2.837125557,0.795760584,0.89353261,0.857772788,-2.834259604,3.047628093,0.404555816,-1.014234898,-0.304839541,-2.16543478,45.19549645,36.53375733
IL25-S698,Target,-0.001755119,5.931216767,1.726018877,-0.944814886,-1.900103012,-0.139624274,0.946736407,-0.182972477,2.529289963,0.085906301,-0.59763281,0.270576009,-0.1635284,-1.637938867,58.80251205,52.25075658
IL25-S699,Target,0.329032594,16.52785487,2.022476383,0.896353418,2.229988814,0.723180938,1.475101711,0.241751044,-7.288706352,1.760387338,-0.188644082,-2.081274868,-1.134959475,-1.258387659,128.2988384,123.2652878
IL25-S7,Target,-0.051650139,-3.623908081,-1.21801608,0.739225482,0.193653144,0.537559042,-1.62251649,1.555374505,5.3282613,0.254722405,1.076313381,0.941055299,1.00868434,1.321088038,-45.9447232,-40.66037105
IL25-S70,Target,0.063196192,-13.06306357,-6.562286152,1.071286381,-0.523622124,-0.034984899,-0.811179739,2.306930361,1.35320238,-0.559744363,1.80002624,-0.011149765,0.894438237,2.271556933,-128.7418728,-119.6556451
IL25-S700,Target,0.085441385,16.04040404,3.120769692,0.259047376,1.010473213,0.772798872,1.025503446,0.175430213,-1.587291548,1.983293034,-0.252507916,-0.715530069,-0.484018992,-1.841809849,128.5962578,121.2290184
IL25-S701,Target,0.189764616,4.984488978,3.405597916,-0.441368017,2.178263547,0.366142174,0.010770382,-0.458093101,-0.583803672,1.578335077,-0.862561,-0.475149673,-0.668855336,-0.398608548,41.39551071,39.80107652
IL25-S702,Target,0.138054059,0.77558681,0.933053406,0.364946233,2.429155125,0.745567795,0.101444774,0.795901589,-2.145796106,2.223421748,0.344976768,-0.849316983,-0.252170108,-0.154293827,-7.256043495,-7.873218804
IL25-S703,Target,-0.063689354,15.95634903,5.842923703,0.491270429,2.665366304,1.138879576,0.773698114,0.363910477,-3.650634421,2.751683125,-0.071010307,-1.209793317,-0.640401812,-2.277423423,120.0834912,110.9737975
IL25-S704,Target,0.093113859,-3.593450874,3.239264061,-0.29138018,-0.726804733,0.062176346,0.325844612,0.61769991,1.955267008,0.640970908,0.173376952,0.133071742,0.153224347,-1.740906298,-31.50358958,-38.46721477
IL25-S71,Target,0.142685098,-0.932659934,-8.409014029,0.221202277,-1.120114218,-0.133112131,-1.018218719,2.07115559,5.498719497,-0.92607815,1.572986251,0.981887689,1.27743697,2.724979053,-21.52143551,-10.6215193
IL25-S72,Target,-0.036067913,-6.243029148,-6.773149922,-0.576577977,-0.968896505,-0.180365318,-1.056778612,1.597516049,3.722935636,-1.072945128,1.116893702,0.556507734,0.836700718,2.734338723,-60.91295518,-49.97560029
IL25-S73,Target,-0.101953975,0.893772569,-4.589001691,-0.123810539,-1.033927781,0.155308406,-0.917919093,0.975871384,3.043100554,-1.235873063,0.518279196,0.393656712,0.455967954,2.24892363,1.984965961,10.98066048
IL25-S74,Target,0.198881933,8.765202772,-3.808244463,-1.337494799,-1.242327905,-0.544227425,0.295029221,-0.448371794,1.923694065,-1.496238882,-0.85319984,0.125508604,-0.363845618,1.385914719,84.98771315,90.53137202
IL25-S75,Target,0.196734991,7.846229072,-1.011711568,-1.255947368,-0.621248861,-0.40918417,-0.003525199,-0.905853182,1.103674329,-0.629821544,-1.293732849,-0.070922936,-0.682327892,1.180437444,79.15241336,83.87416314
IL25-S76,Target,0.239079453,6.411473469,-4.64957331,-1.186702447,-1.112240228,-0.467566745,0.0904251,-0.380793276,1.785645444,-0.889895494,-0.788124913,0.092439762,-0.347842575,1.926912616,64.33735636,72.04500683
IL25-S77,Target,-0.253388006,9.08352558,-1.08238248,0.740973179,1.414522222,1.360575122,-0.630754137,-0.371580305,-2.360973073,2.513594924,-0.779253256,-0.900861527,-0.840057392,2.211153595,70.83608583,79.68070021
IL25-S78,Target,-0.057086092,1.076679939,0.208205125,0.669124461,1.789480875,0.411802149,-0.074437386,1.137439919,1.060255056,1.58162018,0.673862079,-0.081323801,0.296269139,-0.332941395,-7.819253967,-9.151019548
IL25-S79,Target,-0.210072034,-0.451693194,-1.22979216,0.017322717,0.865528049,0.093745149,-0.204275426,-0.407435561,1.131775883,1.821753079,-0.813780178,-0.064191352,-0.438985765,1.224611573,-4.139055365,0.759390927
IL25-S8,Target,-0.215178092,-2.350053927,0.129084603,1.08850507,-0.038238423,0.56146969,-1.548813128,1.259810982,2.688186738,0.462150275,0.791699643,0.30863892,0.550169281,1.30677531,-34.23906037,-29.01195913
IL25-S80,Target,-0.358040485,4.644974733,1.336793224,0.409076733,1.619065779,1.434323939,-0.899822249,0.397789178,0.308307983,2.407681733,-0.038386715,-0.261448882,-0.149917799,0.883891231,27.33929155,30.87485648
IL25-S82,Target,-0.161070831,-3.653498184,-2.616799708,0.282426572,-0.196230691,-0.186837645,-1.132261404,0.362282185,4.087262038,0.607211528,-0.072578275,0.643780263,0.285600994,2.043595473,-34.54821021,-26.37382832
IL25-S83,Target,-0.199468929,-0.769849557,-3.658077588,0.903198477,1.197901643,-0.031006059,-0.602596324,1.180483195,3.206932163,0.846820593,0.715310724,0.432901737,0.574106231,1.370938056,-23.34917301,-17.86542079
IL25-S84,Target,-0.141050186,0.426631103,-0.881124627,1.378301396,2.728740306,0.365725352,-1.32789522,1.007880901,4.254079857,2.912534162,0.549102852,0.68374062,0.616421736,1.292706609,-17.31977967,-12.14895324
IL25-S85,Target,-0.038351221,2.39486499,-2.805304623,1.625613398,2.820981446,-0.063058174,-1.156737684,1.530792507,3.132184806,1.312672991,1.052642076,0.41499639,0.733819233,1.601251447,-5.665936146,0.739069642
IL25-S86,Target,-0.105072805,-3.829721646,-4.45515652,0.891040099,1.693902842,0.401592182,-1.474572528,0.492383061,4.296961049,2.407046528,0.052702735,0.69401259,0.373357662,3.025818457,-43.83642204,-31.73314822
IL25-S87,Target,-0.28520349,6.91114677,-0.472822345,0.169189639,2.756131794,1.606518885,-0.604250641,0.767200414,0.298738116,1.826294607,0.31733889,-0.263741295,0.026798798,0.919060837,40.97883941,44.65508276
IL25-S88,Target,-0.100637847,-5.321104576,-3.476243378,0.821824474,2.02976995,0.230845817,-1.049565697,1.146792235,5.113952497,2.79595854,0.682867918,0.889718719,0.786293319,1.633152521,-62.37566632,-55.84305624
IL25-S89,Target,-0.132763424,9.300832998,-0.8056295,0.742333633,1.038986654,1.416545087,-0.743373818,-0.584838026,-2.506797206,1.995644629,-0.984610388,-0.935792953,-0.96020167,2.405679466,76.1991354,85.82185327
IL25-S9,Target,0.010156443,-7.274233915,-1.133422537,0.969966089,0.275067025,0.687843716,-1.683471033,1.807271308,2.7002553,0.502851751,1.318878128,0.311529882,0.815204005,1.603945715,-78.84481731,-72.42903445
IL25-S90,Target,-0.135974826,4.353604286,-2.31581881,-1.110906112,-1.236744075,-0.200314866,-0.547049272,-0.698096294,0.217299746,-1.358875461,-1.09367276,-0.28324944,-0.6884611,2.350784358,47.76341514,57.16655257
