id,status,grain_yield,test_weight,plant_height,maturity_time,heading_time,grain_moisture,lodging,FHB_DON,FHB_grain_INC,FHB_heading_time,Z_DON,Z_INC,ISK_Custom,Acceptability,Net_Merit,Net_Merit2
IL25-S1,Target,-0.079836929,-8.084348727,-6.394745541,2.15010327,2.611062388,0.166046862,-1.826136692,1.897572826,7.34313011,2.061159616,1.405834232,1.423706832,1.414770532,2.906354497,-96.83006858,-85.20465059
IL25-S10,Target,0.104465927,-8.54549801,-2.834074766,0.087381291,0.691530835,-0.409515324,-0.543500701,0.904546014,6.805756403,-0.01235292,0.449596227,1.294981705,0.872288966,0.646707283,-80.01260707,-77.42577794
IL25-S100,Target,0.008461775,-15.06884904,3.632810805,-1.317970053,-1.26596573,-0.198142765,0.492690183,-0.95608483,3.758742611,-0.777965172,-1.342103558,0.565085112,-0.388509223,-1.442765887,-109.7593759,-115.5304394
IL25-S101,Target,-0.070978471,-16.41962278,-0.581983709,-0.13836943,-1.274378608,-0.580054133,-0.825728102,0.708353205,7.162699837,0.361360053,0.260671801,1.380485682,0.820578742,0.288869478,-138.58577,-137.4302921
IL25-S102,Target,0.339598731,6.213382479,-0.304015101,1.025672129,1.337376287,0.167862477,-0.185928668,-0.704448405,0.353144549,0.624825717,-1.099789544,-0.250708511,-0.675249028,1.161795502,52.76993042,57.41711243
IL25-S103,Target,-0.272235448,-13.18174853,0.059236428,-0.449492011,-0.780765241,-0.024785999,-0.033508938,-1.529862838,-3.411879986,-1.639280908,-1.89462473,-1.152600911,-1.52361282,1.858768709,-94.86717403,-87.43209919
IL25-S104,Target,-0.09268485,-4.497227077,-1.167493447,-1.507480463,-0.519239478,0.581058877,0.130533031,-1.409482435,-4.021833848,-0.95040736,-1.778704076,-1.298712244,-1.53870816,2.092401508,-20.44234599,-12.07273996
IL25-S105,Target,0.001706793,-3.556164096,0.890524706,-0.558886446,0.009672899,0.640276363,0.253456993,-1.301114953,-4.758069677,-0.812763135,-1.6743513,-1.475073777,-1.574712538,1.256427361,-17.14957846,-12.12386901
IL25-S106,Target,-0.173587352,-4.269196087,1.382471283,-0.28308859,0.199686295,0.476674197,-0.019372886,-0.251112514,-1.539794473,-0.800406971,-0.663248453,-0.704152387,-0.68370042,0.365742282,-34.16211575,-32.69914663
IL25-S107,Target,-0.106118237,-2.280111475,0.598988188,-0.962351758,-1.099043091,0.562826797,0.226255932,-1.448751091,-4.423075411,-1.241968064,-1.816517941,-1.394827611,-1.605672776,1.431034705,-1.697190937,4.026947881
IL25-S108,Target,-0.117170957,-2.399534315,-0.764248388,-0.463832086,0.091004236,0.397332011,-0.054738487,-1.019708559,-3.89558362,-0.631022151,-1.403370209,-1.268469646,-1.335919928,1.948100488,-11.1032994,-3.310897455
IL25-S109,Target,-0.100349597,-5.961984639,1.236607436,-1.177527615,-0.722189207,0.245340885,0.054441413,-2.956944223,-4.138572489,-1.138255383,-3.268836826,-1.326676389,-2.297756607,2.26557535,-20.16224982,-11.09994842
IL25-S11,Target,0.234376161,-9.399755868,-3.423002843,-0.270803821,0.108857073,-0.521012613,-0.872083576,0.962040746,7.588077229,-0.890188233,0.504960944,1.482382664,0.993671804,1.133774594,-84.12816086,-79.59306248
IL25-S110,Target,-0.228926753,-2.039917917,0.609817471,-0.383976787,-0.524250589,-0.130861257,0.858265566,1.1384896,5.132510394,0.087779208,0.674872871,0.894164169,0.78451852,-2.274997759,-25.18867537,-34.2886664
IL25-S111,Target,-0.321975679,-2.101336386,0.11830094,-1.154038912,-1.05826346,-0.291331089,1.228271077,0.092250537,3.947833622,-1.262829854,-0.332606023,0.610380898,0.138887438,-1.806550697,-13.87962733,-21.10583012
IL25-S112,Target,-0.14991007,0.857792684,-1.431738901,-0.755513068,-0.301731846,-0.129610362,1.073626624,0.104378374,3.467867795,-1.071732785,-0.320927487,0.495407535,0.087240024,-1.001275749,8.345171281,4.340068283
IL25-S113,Target,-0.222351566,-1.119817396,0.533922511,-0.526102973,-0.560093865,-0.335688911,1.003867615,1.414260824,3.843623369,0.419457206,0.940427559,0.585417864,0.762922712,-2.411855981,-19.29648464,-28.94390857
IL25-S115,Target,-0.300996942,-2.673077102,0.411302879,-0.701760745,-0.312066708,-0.283832374,1.081943113,1.111494114,3.143736652,0.293686555,0.648877492,0.417763575,0.533320534,-2.193897281,-30.3557618,-39.13135092
IL25-S116,Target,-0.08487705,4.523222554,-1.053009935,1.211594251,2.113531287,1.179652837,-0.947472943,-0.095024448,-2.278908262,2.553152219,-0.512943004,-0.881203321,-0.697073162,2.440611146,28.39206184,38.15450642
IL25-S117,Target,0.192657881,3.112581931,0.255519104,-0.443420118,-0.873000454,0.443987504,0.634446063,-1.194786241,-7.49109298,-0.667868231,-1.571961764,-2.129755551,-1.850858658,1.315534479,40.64686175,45.90899967
IL25-S118,Target,0.409996972,6.6891745,3.644938176,0.017906556,0.213595618,0.500640438,0.414761587,-0.321867531,-6.245730932,0.495561411,-0.731382199,-1.831435433,-1.281408816,-0.269724993,60.01172191,58.93282194
IL25-S119,Target,0.297262649,-3.109556988,-0.651807349,-0.415270068,0.218996733,0.147387332,0.381656156,-0.211902296,-2.189668174,0.164860257,-0.625490861,-0.859826313,-0.742658587,0.626239607,-21.69863264,-19.19367422
IL25-S12,Target,0.16876749,-6.356388315,-3.370783477,-0.170010514,-0.921710039,-0.368642819,-0.569835521,0.407182843,6.08701207,-0.360936411,-0.029341058,1.122810171,0.546734556,1.260868538,-52.02325721,-46.97978305
IL25-S120,Target,0.3036942,-1.108804849,2.862125266,-0.131266539,0.111667052,0.104731187,0.65302745,-0.187091064,-6.23379122,0.499497112,-0.601598815,-1.828575336,-1.215087075,-0.385938737,-5.760346903,-7.304101852
IL25-S121,Target,0.235000923,-0.11467489,2.858854485,-0.442487813,-0.809449718,0.367493407,0.565960468,-0.75494532,-7.465976635,-0.26206627,-1.148415693,-2.123739059,-1.636077376,0.235743467,10.28289305,11.22586692
IL25-S122,Target,0.218482561,2.473606228,3.396309684,-0.373644688,-1.044027367,0.663586154,0.563225246,-0.092531747,-7.096317404,-0.345592338,-0.510542651,-2.035189078,-1.272865864,-0.386237041,26.63768014,25.09273197
IL25-S123,Target,0.073878505,-2.789316217,0.712820799,-1.04675403,-1.501387969,-0.130162623,0.30061133,-0.688056534,-3.831180707,-0.860947386,-1.084004945,-1.253042257,-1.168523601,0.767767601,-9.770246629,-6.699176227
IL25-S124,Target,0.283131642,0.918585382,0.848987977,-0.006516245,-0.286403639,0.372171393,0.489759741,-0.559861783,-7.072247546,0.798194595,-0.960559443,-2.029423267,-1.494991355,0.867484305,14.81165445,18.28159168
IL25-S125,Target,0.059832714,20.82428846,1.133528691,0.46460652,0.007171592,0.976078996,1.238710301,-0.236998108,-8.145407505,0.990566307,-0.649656945,-2.286493254,-1.4680751,-0.238718968,173.8325772,172.8777013
IL25-S126,Target,0.058018793,18.46313765,0.516146307,0.060593581,-0.064849995,0.706432468,1.05371986,-0.722803474,-6.576281764,1.022709607,-1.11746461,-1.910617197,-1.514040903,0.273145623,159.6058118,160.6983943
IL25-S127,Target,0.075060972,12.05002744,-0.503720434,0.490868386,0.508120202,0.886493928,1.266823373,-0.067170521,-7.816935727,1.403274966,-0.486120986,-2.207809517,-1.346965252,0.151131216,98.19397874,98.7985036
IL25-S128,Target,0.127700777,14.8772762,-2.046752219,0.615332185,0.585410924,0.575641231,1.031096139,-0.599261818,-5.494034991,1.385610439,-0.99849982,-1.651370509,-1.324935164,0.970657686,125.8224715,129.7051023
IL25-S129,Target,0.046733032,14.69987712,-0.061587559,0.205149878,-0.030871224,0.809149941,0.991208144,-0.082279168,-7.035180819,0.995945851,-0.5006699,-2.020544121,-1.260607011,0.251055562,122.4800847,123.484307
IL25-S13,Target,0.137909256,-6.492252616,-3.30284186,0.10638395,-0.188938991,-0.239732888,-0.766599191,1.045335048,7.174104511,-0.315267232,0.58516943,1.383217613,0.984193522,0.965966053,-61.49496217,-57.63109795
IL25-S130,Target,0.049450994,15.35381369,-3.081697367,0.437095263,-0.325010119,0.812758542,0.953876307,0.046649521,-7.237173823,0.763990002,-0.376517651,-2.068930514,-1.222724083,1.309751132,127.0303852,132.2693898
IL25-S131,Target,0.027533258,14.27521902,0.538959726,0.873343829,1.312109233,0.688599479,0.986361757,0.411075668,-4.156420946,1.809015792,-0.025592452,-1.330951896,-0.678272174,-0.654268288,109.0429312,106.4258581
IL25-S132,Target,0.003079794,12.18896606,-0.91487288,0.091464792,-0.388904157,0.392912249,0.931989957,-0.622072489,-5.202474247,0.759333578,-1.020465421,-1.581528622,-1.300997021,0.67505371,107.1934625,109.8936774
IL25-S133,Target,0.036288223,13.55754199,-0.523723874,0.187497629,-0.13990083,0.491738464,0.75877696,-0.348772775,-5.780997753,0.767046497,-0.75729068,-1.720110973,-1.238700826,0.688581122,115.5066565,118.260981
IL25-S134,Target,0.154713387,15.08879476,0.894022655,0.695132035,0.905312464,0.952206555,1.161172674,-0.579741845,-6.676537822,1.192874747,-0.979703006,-1.934633023,-1.457168015,-0.067266666,126.4460625,126.1769959
IL25-S135,Target,0.029051333,15.79673024,-2.365391797,0.297983048,-0.06160961,0.58555784,0.88548324,0.25614215,-4.610969973,0.466526665,-0.174786125,-1.439836794,-0.807311459,0.647761031,128.4922325,131.0832767
IL25-S136,Target,0.297475659,4.082615028,1.300582456,-0.75765145,1.018342018,0.009419397,0.154847974,0.576316547,-2.020958842,-0.52502294,0.133526724,-0.819412854,-0.342943065,-0.242869801,30.15997261,29.18849341
IL25-S137,Target,-0.361267735,-1.115747342,2.44079081,0.380814062,1.766804746,1.33821867,-1.13284085,0.77652282,-2.247032761,2.352489947,0.326315927,-0.873567707,-0.27362589,0.950146247,-23.97639878,-20.1758138
IL25-S138,Target,0.313481418,8.638687443,1.511710005,0.04206833,1.88801765,0.542931699,0.302401614,0.54496961,-4.32622326,-0.496360935,0.103341102,-1.371627173,-0.634143035,-0.157743967,63.59949202,62.96851616
IL25-S139,Target,0.305040012,0.806806519,1.165450354,-0.837381655,1.012434944,-0.121188559,0.099555429,0.537101615,-1.01106902,-0.358719846,0.095764594,-0.577498905,-0.240867156,-0.246697522,3.584716303,2.597926215
IL25-S14,Target,-0.136473602,-12.30808197,0.056397544,0.888638574,0.364196527,0.21152518,0.021343702,0.51098974,4.891606974,1.522221279,0.070620089,0.836456985,0.453538537,-0.593975032,-110.7743833,-113.1502834
IL25-S140,Target,0.10324222,-2.752206895,0.191000758,-1.370987956,-2.880766921,-0.125569507,-1.197432324,-0.186140226,0.532127438,-1.576402614,-0.600683202,-0.207834074,-0.404258638,1.978066878,-8.621045271,-0.708777757
IL25-S141,Target,0.085618349,-1.559863317,0.380230674,-1.126735767,-1.208122306,-0.158454779,-0.738047799,0.275594337,-2.524840454,-1.158925281,-0.156054586,-0.940115121,-0.548084854,1.487612288,-8.097841058,-2.147391906
IL25-S142,Target,0.201958717,-3.13317119,-1.751682667,-1.301572478,-0.560719854,0.12889019,-0.694653292,-0.285022977,2.441447081,-0.414279248,-0.69590263,0.249533695,-0.223184467,1.784950637,-17.14020075,-10.00039821
IL25-S143,Target,0.440855303,-4.627181198,-1.997215194,0.838735357,-0.216632931,-0.536536074,-0.16066067,0.429254328,5.24415312,-0.116897632,-0.008087259,0.920907614,0.456410177,0.357239451,-41.06930921,-39.6403514
IL25-S144,Target,0.032470378,-4.656723395,4.325955573,0.961373058,-0.111976762,0.141018444,1.232901006,1.317166439,-2.041769036,0.863624366,0.846930244,-0.82439783,0.011266207,-3.129719338,-51.79520304,-64.31408039
IL25-S145,Target,0.168077352,-6.149088717,1.548785288,0.970955961,0.267050738,-0.046098608,0.990563718,1.879595856,-0.191539054,0.601697138,1.388523258,-0.381184687,0.503669285,-2.436938844,-69.13264374,-78.88039912
IL25-S146,Target,0.29619132,-12.10243267,5.568167666,1.205663186,0.106164327,0.014812314,0.562501097,1.305088081,0.890375173,-0.014820732,0.835299355,-0.122017659,0.356640848,-3.108021929,-113.2124577,-125.6445454
IL25-S147,Target,0.152938679,-1.412890645,-0.774488899,0.58514153,0.449159197,0.345524862,0.32210266,1.079397914,3.314596107,0.870366418,0.617970364,0.458692085,0.538331225,-0.796936203,-22.69448798,-25.8822328
IL25-S148,Target,-0.187723768,-7.491631357,0.393040719,-0.203365577,-1.8015829,0.312388178,-0.59368619,1.592822804,-1.015554974,-1.786153263,1.112374328,-0.578573492,0.266900418,0.313315155,-70.85079216,-69.59753154
IL25-S149,Target,0.037647102,2.290124794,-2.323224672,-0.012952472,-0.760480218,-0.22537831,0.376705947,0.65447475,-2.068800201,-0.439150184,0.20878939,-0.830873008,-0.311041809,0.696899003,15.99596553,18.78356154
IL25-S15,Target,0.024331686,-13.48764383,-1.984228398,0.973648671,-0.837617334,0.432986761,-0.390031308,0.747791224,2.300561584,0.998575673,0.298648755,0.215785294,0.257217024,0.891103568,-118.3927964,-114.8283821
IL25-S150,Target,-0.011967534,9.752399838,1.509645354,-0.920949008,-2.383547233,-0.161193543,-0.169118544,0.815151359,-2.079464941,-0.613969739,0.363513389,-0.833427691,-0.234957151,-0.024629039,83.47512531,83.37660916
IL25-S151,Target,0.223267575,-10.21781587,-1.6009889,0.18986897,0.932038347,-0.734123149,0.074827644,0.601945115,5.594829786,0.133349925,0.158205828,1.004910418,0.581558123,-0.238415743,-91.63608726,-92.58975024
IL25-S152,Target,0.031288868,-6.17741527,1.000648461,-0.216313477,0.502308306,-0.785180455,0.721469618,-0.068510162,2.170906982,-0.107556652,-0.487410996,0.184727196,-0.1513419,-1.105999484,-51.32572297,-55.74972091
IL25-S153,Target,0.048997504,-5.118179988,1.071692835,0.86497395,1.671301672,-0.557607052,0.554109507,-0.203741315,5.224156138,0.208488113,-0.617632222,0.916117439,0.149242609,-1.275309732,-47.68423745,-52.78547638
IL25-S154,Target,-0.016157326,4.333227421,-1.786310338,1.339455035,2.43732961,0.983991093,-0.403426994,-0.42918588,-2.874683921,2.422013922,-0.83472471,-1.023918337,-0.929321523,2.269067061,28.72325568,37.79952392
IL25-S155,Target,0.063116973,2.888671351,0.367623956,0.36202527,0.53467223,-0.545760522,0.230616294,0.112140311,5.071974806,-0.185085006,-0.313453108,0.879663178,0.283105035,-0.769649602,20.88429674,17.80569833
IL25-S156,Target,-0.001509537,0.340893132,1.362390564,-0.359092499,0.470431801,-0.0900951,1.181600184,0.04907198,0.443445103,-0.428762804,-0.374184937,-0.229077475,-0.301631206,-1.649944141,2.097351034,-4.502425528
IL25-S157,Target,-0.034206723,0.420253992,-2.978491767,1.112894069,1.438455021,-0.203071491,-0.444192823,0.926616486,-2.822446964,0.676158574,0.470849051,-1.011405241,-0.270278095,1.944746959,-11.64249197,-3.863504135
IL25-S158,Target,0.113501891,-5.728193102,-0.40512563,0.411983452,1.115429764,-0.582379931,0.520741821,0.556411163,3.686795277,0.465645865,0.114358778,0.547850496,0.331104637,-0.934767501,-55.80688045,-59.54595045
IL25-S159,Target,0.158234605,-6.412716307,-4.856591564,0.149005467,0.411468371,-0.298329644,-1.301544811,0.96316588,10.02089574,-0.303815337,0.506044394,2.065151913,1.285598154,1.841854707,-61.85302847,-54.48560964
IL25-S16,Target,0.244636702,-1.642048365,-2.565794519,1.614169623,2.818667533,0.354535764,-0.963927572,1.544682678,5.286229905,1.822940969,1.066017657,0.930986893,0.998502275,0.947767479,-37.53935532,-33.74828541
IL25-S160,Target,-0.099260237,-5.944973575,-4.883081711,1.018529484,1.228712717,0.035237196,-1.71824547,2.238239448,6.889999586,0.491041181,1.733880129,1.315161729,1.524520929,2.105304298,-74.89113156,-66.46991437
IL25-S161,Target,-0.078679394,-6.122364002,-3.663382283,1.074090165,1.05241444,0.133460053,-1.703574146,1.888264077,7.764203146,0.555383141,1.396870346,1.524572727,1.460721537,1.736708095,-72.99207715,-66.04524477
IL25-S162,Target,-0.204975732,0.156598126,-1.775133701,1.029038271,1.309564235,0.90037497,-1.03502375,0.598924043,0.994259304,1.135436336,0.155296678,-0.097132746,0.029081966,1.931962348,-11.53929663,-3.811447244
IL25-S163,Target,-0.11669204,-7.365122595,-3.375398741,1.169630468,1.171540342,0.201783331,-1.747142923,2.260203278,7.092779346,0.581455218,1.755030261,1.363736585,1.559383423,1.573828892,-87.23224391,-80.93692835
IL25-S165,Target,-0.143766797,-8.240963725,-5.031422214,0.680456933,0.784562273,0.147517874,-1.594945018,1.60955484,6.194538915,0.32806526,1.12848649,1.148567677,1.138527084,2.461867002,-86.780985,-76.93351699
IL25-S167,Target,-0.090796144,-5.748747472,-4.432328524,1.235957943,1.64078821,0.264173632,-1.813176735,1.692321749,7.281117622,0.5735116,1.208187122,1.408852057,1.30851959,2.331495548,-70.46485859,-61.1388764
IL25-S168,Target,-0.021746332,-5.210592407,-4.421403967,1.235557968,1.093358286,0.261445811,-1.691028625,2.282046692,7.636797595,0.320079832,1.776064439,1.494053378,1.635058909,1.775310355,-68.92272994,-61.82148852
IL25-S169,Target,-0.09492503,-9.417030401,-5.090147995,0.914579488,1.084661304,-0.008976942,-1.656663904,1.924436575,7.153820238,0.521195448,1.431702756,1.378358619,1.405030688,2.241560862,-100.3753707,-91.40912729
IL25-S17,Target,0.192047264,0.071536559,-2.061976572,0.459618897,0.672488833,0.393040228,-0.297168156,0.044455416,3.124634252,2.206766265,-0.37863047,0.413187693,0.017278611,1.086593619,-1.824786457,2.521588018
IL25-S170,Target,0.062174489,8.514497337,-2.503625769,1.303192982,2.228378338,1.066629594,-0.427116836,-1.026454832,-4.702227864,2.36043641,-1.409866553,-1.461697155,-1.435781854,3.160908051,69.55343223,82.19706443
IL25-S171,Target,-0.033337784,-11.78843898,-3.750913809,1.215905218,0.658408027,-0.187807147,-1.819881253,0.567653385,6.581731772,0.593576721,0.125184508,1.241317749,0.683251129,2.855427104,-108.0706049,-96.64889644
IL25-S172,Target,-0.034731167,-9.345376534,-4.809489222,1.432656226,1.763453978,0.045229674,-1.468715196,-0.613724558,2.400533608,0.073089129,-1.012426756,0.239733082,-0.386346837,4.057477331,-81.74346007,-65.51355075
IL25-S173,Target,0.099927012,-4.386869441,-1.156379043,0.251390234,-0.177920358,0.036467631,-0.537092798,-0.040169476,3.501301208,-0.442487286,-0.460120252,0.503416339,0.021648044,1.076862153,-35.68233765,-31.37488904
IL25-S174,Target,0.325378478,-8.577648862,-4.692101798,0.877920678,0.131993191,-0.014045536,-0.782918734,-0.224825021,3.220965228,-0.308610599,-0.637934836,0.436263286,-0.100835775,2.7802691,-70.22625769,-59.10518129
IL25-S175,Target,-0.210738016,-3.101107523,-1.964078591,1.121402724,0.817196965,0.364880221,-0.926196517,0.505868845,3.505100027,-0.251260779,0.065688909,0.504326326,0.285007618,1.548063335,-36.70669159,-30.51443825
IL25-S176,Target,-0.015081827,-7.046898727,-7.182530024,1.592802354,1.648990035,0.104627059,-1.416561535,0.330776915,1.713621154,-0.325796134,-0.102916365,0.075186712,-0.013864827,4.370381284,-70.51628349,-53.03475835
IL25-S177,Target,0.091590997,-9.319609568,-1.001195464,0.600821897,0.192697528,0.257133476,-1.427948711,-0.294675287,4.424542046,-0.380605357,-0.70519735,0.724573967,0.009688309,2.19592625,-76.60337248,-67.81966748
IL25-S179,Target,-0.05593077,-5.299170155,-1.181665627,0.331730768,-0.300102804,0.110600953,-0.995020929,0.232959461,3.828315018,0.138753714,-0.197109962,0.581750827,0.192320433,1.475761938,-46.34416295,-40.4411152
IL25-S18,Target,0.120440317,-10.96215265,-0.442764952,0.540859523,0.183720521,0.090795872,-0.126401134,0.153459617,6.813813166,1.085750775,-0.273664563,1.296911662,0.511623549,-0.297266976,-93.58630674,-94.77537465
IL25-S180,Target,0.165325936,-7.114670251,-2.94664349,0.410542121,-1.491416803,0.056661261,-0.889818813,-0.202440308,4.081493815,-0.524157961,-0.616379413,0.642398515,0.013009551,2.171973334,-53.30866014,-44.62076681
IL25-S181,Target,0.172219395,-3.390236619,-2.532559514,0.39932626,-0.656345238,0.314548121,-0.993312912,-0.293750648,0.283159854,-1.056980576,-0.704306966,-0.267472988,-0.485889977,2.763002469,-23.93197961,-12.87996973
IL25-S182,Target,-0.25185293,0.202504879,-0.623968368,0.388577321,1.591837486,1.187311439,-1.108218305,0.263155998,-1.203360492,2.26211449,-0.168032121,-0.623561345,-0.395796733,2.13671248,-7.639071956,0.907777964
IL25-S183,Target,-0.075822876,0.474854813,-2.626867354,0.147000736,-0.303614409,-0.305201796,-0.771211671,0.096328376,1.151175109,-1.071589959,-0.328679255,-0.059544366,-0.194111811,2.155462642,3.127799018,11.74964959
IL25-S184,Target,0.124636372,-9.733462635,-2.746136095,-0.199100972,0.488970856,-0.001458048,-0.972377094,0.81163818,4.522212756,-0.244239696,0.360130363,0.747970486,0.554050425,1.557348287,-87.5933142,-81.36392105
IL25-S185,Target,0.102209204,-9.795311236,0.476014094,-1.248222313,-0.877387071,-0.497504406,-0.73673868,-0.001350817,0.677088649,-1.742018072,-0.422739714,-0.173109357,-0.297924535,1.150993028,-74.64642528,-70.04245317
IL25-S186,Target,0.007096975,-9.381750166,-3.592741023,-0.225360412,-0.433912003,-0.130108843,-0.800724807,0.0173628,3.298828467,-0.449379688,-0.404719382,0.454915028,0.025097823,2.267370852,-76.10073459,-67.03125119
IL25-S187,Target,-0.14205576,0.43185732,0.682961667,0.961026474,1.470286848,0.453828734,-0.486828756,-0.013380904,0.102467142,0.812606015,-0.43432412,-0.310757004,-0.372540562,0.843452196,-4.055312802,-0.681504018
IL25-S188,Target,-0.141461384,5.27739279,-1.740796682,1.288862282,1.790850948,1.081936539,-0.643621041,-0.109210456,-3.164308643,2.161281028,-0.526603461,-1.09329646,-0.809949961,2.421784122,35.12339317,44.81052966
IL25-S189,Target,0.118962192,6.190470369,0.386634868,-0.141830834,-0.249454253,1.05564418,-1.204673128,1.820168933,-2.487374995,0.596266278,1.331297932,-0.931140462,0.200078735,1.190896485,38.10132678,42.86491272
IL25-S19,Target,-0.091407823,-4.871176137,-0.792770674,-0.200494457,0.913698638,0.013924146,0.105806325,-0.525468316,1.273214128,-0.217672343,-0.927440156,-0.030310543,-0.478875349,0.716520323,-38.64341202,-35.77733073
IL25-S190,Target,-0.239363759,3.493506616,-1.598028387,0.673944075,1.69445167,0.586678549,-0.888543784,1.560615273,5.09540257,0.722147531,1.081359994,0.885275179,0.983317587,0.529684226,7.882839099,10.001576
IL25-S191,Target,-0.064999017,0.671742424,-0.286964928,0.479212446,0.268717418,0.681141947,-0.862903863,2.586412354,1.130062523,0.662869755,2.069154223,-0.064601779,1.002276222,0.015160103,-18.40473565,-18.34409524
IL25-S192,Target,-0.017609738,0.605195919,1.06278757,0.595569514,1.255937083,1.000655544,-1.01734469,1.741701561,0.598570747,0.949577457,1.255737553,-0.191917919,0.531909817,0.310990442,-14.78838085,-13.54441909
IL25-S193,Target,0.289463382,15.56870371,0.652362992,0.211441925,0.171293294,1.328619489,-0.889512231,1.446109065,-1.221031008,0.476663791,0.971095915,-0.627794227,0.171650844,0.72226822,117.88084,120.7699129
IL25-S194,Target,0.173172619,-1.570707059,-3.077409637,1.009606771,0.479415398,0.391927497,-0.828108343,3.59541089,3.055077217,0.901804631,3.040772246,0.39652566,1.718648953,0.08218928,-46.05419421,-45.72543709
IL25-S195,Target,-0.001878006,-3.629430887,-3.152055768,0.662498002,1.489207282,0.414114767,-0.787832588,2.823303794,1.971501703,0.111536171,2.297269512,0.13696068,1.217115096,0.660215985,-59.66912549,-57.02826155
IL25-S196,Target,0.106386363,8.919197818,0.949731466,0.29536038,0.803683352,1.176337588,-1.067913566,1.213656318,0.001077949,1.061239027,0.747254878,-0.335044267,0.206105305,0.808877174,61.4827791,64.7182878
IL25-S197,Target,0.145959382,-5.146899002,-5.255670436,0.312393766,0.267929993,-0.065688117,-1.233072767,2.063455223,6.210089852,0.443659229,1.56557116,1.152292825,1.358931992,1.803927425,-60.60956325,-53.39385355
IL25-S198,Target,-0.110523357,6.38893156,-0.881065082,0.834464545,-0.951728369,0.599591327,-0.818351348,2.682956415,4.523889058,0.769209725,2.162121603,0.748372036,1.455246819,-0.380919844,30.42447557,28.90079619
IL25-S199,Target,0.106814179,-15.56936361,-0.410544854,0.774374826,-1.130964562,-0.049000824,-0.977200008,2.161421395,8.709366107,0.05881882,1.659907965,1.750981688,1.705444827,-0.640238912,-145.509426,-148.0703817
IL25-S2,Target,0.121190197,0.912331471,-3.652394947,1.628139099,2.360956086,0.499676925,-1.025312829,1.669167856,3.258852634,0.792956323,1.185891014,0.445339021,0.815615017,1.627850499,-16.85883806,-10.34743606
IL25-S20,Target,0.010876137,-2.661541793,0.207226576,0.214744392,0.8101027,-0.006532225,0.127214618,-0.25455202,1.943487447,-0.03964274,-0.666560535,0.130250008,-0.268155264,0.085180468,-22.81776475,-22.47704288
IL25-S201,Target,-0.066415583,7.226521411,-3.020141739,1.302310276,2.280674779,1.195899991,-0.52747896,-0.661940419,-2.026352097,2.101473679,-1.058856357,-0.820704781,-0.939780569,2.874373487,54.91532043,66.41281438
IL25-S202,Target,0.077867352,-19.29505978,-3.178530517,1.849502662,0.418260784,-0.294678063,-1.469686785,1.967628399,10.89036748,0.982574442,1.473294446,2.273429429,1.873361938,0.765738053,-182.4391025,-179.3761502
IL25-S203,Target,-0.158884236,-8.22989284,-4.146847487,1.53250251,2.844041389,0.045372534,-0.540750516,1.665317963,10.34143544,0.927325625,1.182183749,2.141935562,1.662059655,0.1504139,-95.49741241,-94.89575681
IL25-S205,Target,-0.182964513,-12.83231237,-5.833930375,0.928095565,1.201399071,0.162426476,-0.729120298,2.231848082,9.718151986,1.355516033,1.727725544,1.992631193,1.860178369,0.74651254,-132.1747547,-129.1887045
IL25-S206,Target,-0.172650484,2.936663186,-0.993277957,0.585851292,0.98081245,-0.368882715,0.074346068,-0.300966449,-3.639934819,0.895126934,-0.711255442,-1.207230282,-0.959242862,1.406361844,21.38802533,27.01347271
IL25-S207,Target,-0.086189126,-0.541017159,-0.216279368,0.021449853,0.148696599,-0.539373717,0.599065792,-1.225355061,-3.942617994,0.314402191,-1.601398096,-1.27973649,-1.440567293,1.032110045,4.677057074,8.805497253
IL25-S209,Target,-0.12266831,0.592094587,-1.304637844,-0.01049518,-0.239052958,-0.083022392,0.26979945,0.210516387,-3.21436846,0.222796838,-0.218721584,-1.105288034,-0.662004809,0.902786598,3.133651432,6.744797826
IL25-S21,Target,-0.066387025,-4.580012622,1.659877306,0.157316733,0.564823587,-0.133348327,0.091892274,-0.042411087,2.80831828,0.365752381,-0.462278818,0.337415817,-0.0624315,-0.624578759,-40.11033818,-42.60865321
IL25-S210,Target,0.045601393,3.982366259,-3.325509611,1.713476315,2.018344403,0.690510622,-0.318976299,-0.430885731,-4.217214974,2.038987166,-0.836361586,-1.345514795,-1.09093819,2.892024664,26.32571219,37.89381085
IL25-S211,Target,-0.103827858,3.423723912,0.252044434,0.028100175,0.830991251,0.024106718,0.092679363,-0.164444187,-1.75361173,0.410355691,-0.57979094,-0.755371219,-0.667581079,0.595729645,26.71915077,29.10206935
IL25-S212,Target,-0.007755915,6.92672827,-4.410369029,1.736748018,2.314465841,0.710672927,-0.286969921,-0.620517466,-4.39519509,2.019340193,-1.018968007,-1.388149022,-1.203558515,3.365338599,51.11010259,64.57145698
IL25-S214,Target,-0.306440623,3.844851297,1.623834264,0.410136243,1.84808761,1.297385096,-0.832888369,-0.248070867,-2.970743091,1.86036012,-0.66031949,-1.046928821,-0.853624155,1.54440797,25.71828797,31.89591985
IL25-S215,Target,-0.050138135,-5.219494711,-6.482835352,0.493550837,-0.847658856,-0.045409166,-0.692803341,-1.493010693,3.706274601,-1.034039591,-1.859137851,0.552516668,-0.653310591,3.954756236,-30.22875545,-14.40973051
