"","p1","p2","cross","reciprocal","cross_numb","reciprocal_numb","Heading","Height","TestWeight","Yield","DON","FDK","merit","ranking","relativeProfit"
"164","16","38","IL17-23904 x IL19-15327","IL19-15327 x IL17-23904","16 x 38","38 x 16",132.65,37.43,57.61,87.38,1.47,14.3,400.89,629,-8.88
"165","16","8","IL17-23904 x IL19-18153","IL19-18153 x IL17-23904","16 x 8","8 x 16",132.62,35.97,57.95,88.07,1.46,16.24,408.78,394,-0.99
"166","16","30","IL17-23904 x IL19-18837","IL19-18837 x IL17-23904","16 x 30","30 x 16",133.02,35.89,57.75,86.41,1.39,14.88,398.4,674.5,-11.37
"167","16","32","IL17-23904 x IL19-21760","IL19-21760 x IL17-23904","16 x 32","32 x 16",132.07,35.7,57.57,86.14,1.39,18.13,396.25,707,-13.52
"168","16","10","IL17-23904 x IL19-22757","IL19-22757 x IL17-23904","16 x 10","10 x 16",132.2,36.79,58.45,86.28,1.53,16.99,402,605,-7.77
"169","16","31","IL17-23904 x IL19-23833","IL19-23833 x IL17-23904","16 x 31","31 x 16",133.01,37.14,58.17,87.69,1.51,17.87,404.11,544.5,-5.66
"170","16","28","IL17-23904 x IL19-27565","IL19-27565 x IL17-23904","16 x 28","28 x 16",133.14,37.53,58.8,85.83,1.28,13.29,402.43,594.5,-7.34
"171","16","35","IL17-23904 x IL19-3505","IL19-3505 x IL17-23904","16 x 35","35 x 16",131.7,37.06,57.86,87.11,1.38,14.17,410.11,348,0.34
"172","16","20","IL17-23904 x IL19-3528","IL19-3528 x IL17-23904","16 x 20","20 x 16",131.7,37.3,57.85,86.7,1.41,15.06,407.19,447.5,-2.58
"173","16","19","IL17-23904 x IL19-6946","IL19-6946 x IL17-23904","16 x 19","19 x 16",132.31,36.51,57.85,87.94,1.77,19.34,400.31,640,-9.46
"174","16","6","IL17-23904 x US16-IL-061-032","US16-IL-061-032 x IL17-23904","16 x 6","6 x 16",132.17,37.31,57.85,85.88,1.82,19.59,390.93,734,-18.84
"175","16","13","IL17-23904 x US16-IL-062-031","US16-IL-062-031 x IL17-23904","16 x 13","13 x 16",131.15,36.54,58.73,87.04,1.68,16.8,407.9,420,-1.87
"176","16","29","IL17-23904 x US16-IL-062-109","US16-IL-062-109 x IL17-23904","16 x 29","29 x 16",132.86,36.44,57.93,87.96,1.7,17.57,401.6,615,-8.17
"177","16","18","IL17-23904 x US16-IL-063-063","US16-IL-063-063 x IL17-23904","16 x 18","18 x 16",131.75,35.66,57.7,85.09,1.68,20.52,389,740,-20.77
"178","16","27","IL17-23904 x US16-IL-064-095","US16-IL-064-095 x IL17-23904","16 x 27","27 x 16",132.52,36.7,58.22,86.6,1.55,17.27,401.35,623,-8.42
"179","16","34","IL17-23904 x US17-IL-108-039","US17-IL-108-039 x IL17-23904","16 x 34","34 x 16",134.65,36.42,57.91,89.07,1.62,19.16,397.78,690,-11.99
"180","16","39","IL17-23904 x US17-IL-108-070","US17-IL-108-070 x IL17-23904","16 x 39","39 x 16",133.81,37.03,58.45,86.81,1.57,19.98,394.01,720,-15.76
"181","42","26","IL17-8620 x IL17-8626","IL17-8626 x IL17-8620","42 x 26","26 x 42",130.18,35.53,58.26,80.31,0.97,17.32,394.14,718,-15.63
"182","42","21","IL17-8620 x IL17-8831","IL17-8831 x IL17-8620","42 x 21","21 x 42",132.01,36.23,57.88,85.06,1.07,14.93,404.92,523,-4.85
"183","42","5","IL17-8620 x IL18-14535","IL18-14535 x IL17-8620","42 x 5","5 x 42",130.32,35.95,58.1,83.31,1.09,17.22,405,522,-4.77
"184","42","24","IL17-8620 x IL18-15372","IL18-15372 x IL17-8620","42 x 24","24 x 42",130.31,36.17,58.45,83.24,1.1,16.05,405.43,506,-4.34
"185","42","36","IL17-8620 x IL18-22767","IL18-22767 x IL17-8620","42 x 36","36 x 42",131.49,36.69,57.81,84.87,1.09,16.18,403.85,551,-5.92
"186","42","12","IL17-8620 x IL18-22976","IL18-22976 x IL17-8620","42 x 12","12 x 42",132.68,37.64,58.18,85.64,1.09,16.63,404.77,527,-5
"187","42","15","IL17-8620 x IL18-23760","IL18-23760 x IL17-8620","42 x 15","15 x 42",132.01,36.71,58.31,84.29,1.08,15.31,402.93,578,-6.84
"188","42","17","IL17-8620 x IL18-4910","IL18-4910 x IL17-8620","42 x 17","17 x 42",130.81,36.78,58.78,81.83,0.85,14.62,401.74,611,-8.03
"189","42","3","IL17-8620 x IL18MSFRS-18","IL18MSFRS-18 x IL17-8620","42 x 3","3 x 42",132.57,36.88,58.23,87.14,0.98,13.67,416,159,6.23
"190","42","33","IL17-8620 x IL19-10123","IL19-10123 x IL17-8620","42 x 33","33 x 42",129.7,36.66,58.14,83.03,1.2,15.93,405.72,498,-4.05
"191","42","23","IL17-8620 x IL19-12830","IL19-12830 x IL17-8620","42 x 23","23 x 42",131.47,36.94,58.35,82.84,1.14,15.86,397.57,695,-12.2
"192","42","37","IL17-8620 x IL19-13713","IL19-13713 x IL17-8620","42 x 37","37 x 42",130.17,36.17,58.19,82.11,0.86,10.76,408.41,407,-1.36
"193","42","14","IL17-8620 x IL19-13942","IL19-13942 x IL17-8620","42 x 14","14 x 42",129.19,36.23,58.1,81.01,0.92,12.85,405.7,499,-4.07
"194","42","7","IL17-8620 x IL19-13978","IL19-13978 x IL17-8620","42 x 7","7 x 42",129.64,36.47,58.29,81.48,1.04,14.51,402.6,589,-7.17
"195","42","4","IL17-8620 x IL19-14617","IL19-14617 x IL17-8620","42 x 4","4 x 42",129.02,36.47,58.1,84.73,1.23,16.36,415.86,162,6.09
"196","42","1","IL17-8620 x IL19-14856","IL19-14856 x IL17-8620","42 x 1","1 x 42",129.42,37.08,57.97,85.59,1.03,13.54,422.49,64,12.72
"197","42","38","IL17-8620 x IL19-15327","IL19-15327 x IL17-8620","42 x 38","38 x 42",131.38,37.35,57.83,83.96,1.02,12.78,404.21,540,-5.56
"198","42","8","IL17-8620 x IL19-18153","IL19-18153 x IL17-8620","42 x 8","8 x 42",131.35,35.89,58.17,84.66,1.02,14.72,409.14,382,-0.63
"199","42","30","IL17-8620 x IL19-18837","IL19-18837 x IL17-8620","42 x 30","30 x 42",131.75,35.8,57.97,83,0.94,13.36,401.44,619,-8.33
"200","42","32","IL17-8620 x IL19-21760","IL19-21760 x IL17-8620","42 x 32","32 x 42",130.8,35.62,57.78,82.73,0.94,16.61,399.47,656,-10.3
"201","42","10","IL17-8620 x IL19-22757","IL19-22757 x IL17-8620","42 x 10","10 x 42",130.93,36.71,58.67,82.87,1.09,15.47,401.39,620.5,-8.38
"202","42","31","IL17-8620 x IL19-23833","IL19-23833 x IL17-8620","42 x 31","31 x 42",131.73,37.06,58.39,84.28,1.07,16.36,403.65,556,-6.12
"203","42","28","IL17-8620 x IL19-27565","IL19-27565 x IL17-8620","42 x 28","28 x 42",131.86,37.45,59.01,82.42,0.84,11.77,401.51,617,-8.26
"204","42","35","IL17-8620 x IL19-3505","IL19-3505 x IL17-8620","42 x 35","35 x 42",130.43,36.98,58.08,83.69,0.93,12.65,411.89,276,2.12
"205","42","20","IL17-8620 x IL19-3528","IL19-3528 x IL17-8620","42 x 20","20 x 42",130.42,37.22,58.07,83.29,0.96,13.55,409.03,386.5,-0.74
"206","42","19","IL17-8620 x IL19-6946","IL19-6946 x IL17-8620","42 x 19","19 x 42",131.03,36.43,58.07,84.53,1.33,17.83,402.68,585,-7.09
"207","42","6","IL17-8620 x US16-IL-061-032","US16-IL-061-032 x IL17-8620","42 x 6","6 x 42",130.9,37.23,58.06,82.46,1.38,18.07,393.19,728,-16.58
"208","42","13","IL17-8620 x US16-IL-062-031","US16-IL-062-031 x IL17-8620","42 x 13","13 x 42",129.88,36.46,58.95,83.62,1.23,15.29,407.46,435.5,-2.31
"209","42","29","IL17-8620 x US16-IL-062-109","US16-IL-062-109 x IL17-8620","42 x 29","29 x 42",131.58,36.36,58.15,84.54,1.26,16.06,402.51,592,-7.26
"210","42","18","IL17-8620 x US16-IL-063-063","US16-IL-063-063 x IL17-8620","42 x 18","18 x 42",130.48,35.58,57.92,81.67,1.23,19.01,392.23,731,-17.54
"211","42","27","IL17-8620 x US16-IL-064-095","US16-IL-064-095 x IL17-8620","42 x 27","27 x 42",131.25,36.62,58.44,83.19,1.11,15.76,400.79,632,-8.98
"212","42","34","IL17-8620 x US17-IL-108-039","US17-IL-108-039 x IL17-8620","42 x 34","34 x 42",133.37,36.34,58.12,85.65,1.18,17.65,399.25,659,-10.52
"213","42","39","IL17-8620 x US17-IL-108-070","US17-IL-108-070 x IL17-8620","42 x 39","39 x 42",132.54,36.95,58.67,83.4,1.12,18.46,393.56,724,-16.21
"214","26","21","IL17-8626 x IL17-8831","IL17-8831 x IL17-8626","26 x 21","21 x 26",132.49,35.36,57.96,84.22,0.98,12.39,403.34,570,-6.43
"215","26","5","IL17-8626 x IL18-14535","IL18-14535 x IL17-8626","26 x 5","5 x 26",130.8,35.09,58.18,82.47,1.01,14.68,402.01,604,-7.76
"216","26","24","IL17-8626 x IL18-15372","IL18-15372 x IL17-8626","26 x 24","24 x 26",130.79,35.31,58.53,82.4,1.01,13.51,402.43,594.5,-7.34
"217","26","36","IL17-8626 x IL18-22767","IL18-22767 x IL17-8626","26 x 36","36 x 26",131.97,35.82,57.89,84.02,1.01,13.63,402.28,598,-7.49
"218","26","12","IL17-8626 x IL18-22976","IL18-22976 x IL17-8626","26 x 12","12 x 26",133.16,36.78,58.26,84.79,1,14.09,401.86,607.5,-7.91
"219","26","15","IL17-8626 x IL18-23760","IL18-23760 x IL17-8626","26 x 15","15 x 26",132.5,35.84,58.39,83.45,0.99,12.77,399.96,643,-9.81
"220","26","17","IL17-8626 x IL18-4910","IL18-4910 x IL17-8626","26 x 17","17 x 26",131.3,35.91,58.86,80.99,0.76,12.08,398.63,669.5,-11.14
"221","26","3","IL17-8626 x IL18MSFRS-18","IL18MSFRS-18 x IL17-8626","26 x 3","3 x 26",133.06,36.01,58.31,86.3,0.89,11.13,413.11,232,3.34
"222","26","33","IL17-8626 x IL19-10123","IL19-10123 x IL17-8626","26 x 33","33 x 26",130.18,35.79,58.22,82.19,1.12,13.39,402.72,584,-7.05
"223","26","23","IL17-8626 x IL19-12830","IL19-12830 x IL17-8626","26 x 23","23 x 26",131.96,36.08,58.43,82,1.05,13.32,394.56,717,-15.21
"224","26","37","IL17-8626 x IL19-13713","IL19-13713 x IL17-8626","26 x 37","37 x 26",130.66,35.3,58.27,81.27,0.78,8.22,405.29,511,-4.48
"225","26","14","IL17-8626 x IL19-13942","IL19-13942 x IL17-8626","26 x 14","14 x 26",129.67,35.37,58.18,80.16,0.83,10.31,402.56,590,-7.21
"226","26","7","IL17-8626 x IL19-13978","IL19-13978 x IL17-8626","26 x 7","7 x 26",130.12,35.6,58.37,80.63,0.96,11.97,399.51,654,-10.26
"227","26","4","IL17-8626 x IL19-14617","IL19-14617 x IL17-8626","26 x 4","4 x 26",129.5,35.61,58.18,83.89,1.14,13.82,412.94,240,3.17
"228","26","1","IL17-8626 x IL19-14856","IL19-14856 x IL17-8626","26 x 1","1 x 26",129.9,36.21,58.05,84.75,0.95,11,420.09,93,10.32
"229","26","38","IL17-8626 x IL19-15327","IL19-15327 x IL17-8626","26 x 38","38 x 26",131.86,36.48,57.91,83.12,0.94,10.24,402.55,591,-7.22
"230","26","8","IL17-8626 x IL19-18153","IL19-18153 x IL17-8626","26 x 8","8 x 26",131.83,35.02,58.25,83.81,0.93,12.18,406.17,483.5,-3.6
"231","26","30","IL17-8626 x IL19-18837","IL19-18837 x IL17-8626","26 x 30","30 x 26",132.23,34.94,58.05,82.15,0.86,10.82,398.84,664.5,-10.93
"232","26","32","IL17-8626 x IL19-21760","IL19-21760 x IL17-8626","26 x 32","32 x 26",131.28,34.75,57.86,81.88,0.86,14.07,397.77,691,-12
"233","26","10","IL17-8626 x IL19-22757","IL19-22757 x IL17-8626","26 x 10","10 x 26",131.41,35.84,58.75,82.03,1,12.93,398.37,676,-11.4
"234","26","31","IL17-8626 x IL19-23833","IL19-23833 x IL17-8626","26 x 31","31 x 26",132.22,36.19,58.47,83.44,0.98,13.81,400.69,634,-9.08
"235","26","28","IL17-8626 x IL19-27565","IL19-27565 x IL17-8626","26 x 28","28 x 26",132.35,36.59,59.09,81.57,0.75,9.23,398.4,674.5,-11.37
"236","26","35","IL17-8626 x IL19-3505","IL19-3505 x IL17-8626","26 x 35","35 x 26",130.91,36.11,58.16,82.85,0.85,10.11,408.86,392,-0.91
"237","26","20","IL17-8626 x IL19-3528","IL19-3528 x IL17-8626","26 x 20","20 x 26",130.91,36.35,58.15,82.45,0.88,11,405.99,489,-3.78
"238","26","19","IL17-8626 x IL19-6946","IL19-6946 x IL17-8626","26 x 19","19 x 26",131.52,35.57,58.15,83.68,1.24,15.29,399.77,647,-10
"239","26","6","IL17-8626 x US16-IL-061-032","US16-IL-061-032 x IL17-8626","26 x 6","6 x 26",131.38,36.36,58.14,81.62,1.29,15.53,390.22,737,-19.55
"240","26","13","IL17-8626 x US16-IL-062-031","US16-IL-062-031 x IL17-8626","26 x 13","13 x 26",130.36,35.6,59.03,82.78,1.15,12.75,404.49,534,-5.28
"241","26","29","IL17-8626 x US16-IL-062-109","US16-IL-062-109 x IL17-8626","26 x 29","29 x 26",132.07,35.49,58.23,83.7,1.17,13.51,399.58,650,-10.19
"242","26","18","IL17-8626 x US16-IL-063-063","US16-IL-063-063 x IL17-8626","26 x 18","18 x 26",130.96,34.72,58,80.83,1.15,16.46,390.47,736,-19.3
"243","26","27","IL17-8626 x US16-IL-064-095","US16-IL-064-095 x IL17-8626","26 x 27","27 x 26",131.73,35.75,58.52,82.35,1.02,13.22,397.79,689,-11.98
"244","26","34","IL17-8626 x US17-IL-108-039","US17-IL-108-039 x IL17-8626","26 x 34","34 x 26",133.86,35.48,58.2,84.81,1.1,15.1,396.36,706,-13.41
"245","26","39","IL17-8626 x US17-IL-108-070","US17-IL-108-070 x IL17-8626","26 x 39","39 x 26",133.02,36.08,58.75,82.56,1.04,15.92,390.58,735,-19.19
"246","21","5","IL17-8831 x IL18-14535","IL18-14535 x IL17-8831","21 x 5","5 x 21",132.63,35.78,57.8,87.22,1.1,12.29,411.4,297.5,1.63
"247","21","24","IL17-8831 x IL18-15372","IL18-15372 x IL17-8831","21 x 24","24 x 21",132.62,36,58.15,87.15,1.11,11.12,415.26,176,5.49
"248","21","36","IL17-8831 x IL18-22767","IL18-22767 x IL17-8831","21 x 36","36 x 21",133.8,36.52,57.51,88.77,1.11,11.24,408.28,412,-1.49
"249","21","12","IL17-8831 x IL18-22976","IL18-22976 x IL17-8831","21 x 12","12 x 21",134.99,37.47,57.88,89.54,1.1,11.7,412.58,253,2.81
"250","21","15","IL17-8831 x IL18-23760","IL18-23760 x IL17-8831","21 x 15","15 x 21",134.33,36.54,58.01,88.2,1.09,10.38,412.85,243,3.08
"251","21","17","IL17-8831 x IL18-4910","IL18-4910 x IL17-8831","21 x 17","17 x 21",133.12,36.61,58.48,85.74,0.86,9.69,411.76,281,1.99
"252","21","3","IL17-8831 x IL18MSFRS-18","IL18MSFRS-18 x IL17-8831","21 x 3","3 x 21",134.89,36.71,57.93,91.05,0.99,8.74,424.92,41,15.15
"253","21","33","IL17-8831 x IL19-10123","IL19-10123 x IL17-8831","21 x 33","33 x 21",132.01,36.49,57.84,86.94,1.21,11,412.72,248,2.95
"254","21","23","IL17-8831 x IL19-12830","IL19-12830 x IL17-8831","21 x 23","23 x 21",133.79,36.77,58.05,86.75,1.15,10.93,407.37,440,-2.4
"255","21","37","IL17-8831 x IL19-13713","IL19-13713 x IL17-8831","21 x 37","37 x 21",132.48,35.99,57.89,86.02,0.87,5.83,416.66,145,6.89
"256","21","14","IL17-8831 x IL19-13942","IL19-13942 x IL17-8831","21 x 14","14 x 21",131.5,36.06,57.8,84.91,0.93,7.92,412.28,262.5,2.51
"257","21","7","IL17-8831 x IL19-13978","IL19-13978 x IL17-8831","21 x 7","7 x 21",131.95,36.29,57.99,85.38,1.05,9.58,412.24,265,2.47
"258","21","4","IL17-8831 x IL19-14617","IL19-14617 x IL17-8831","21 x 4","4 x 21",131.33,36.3,57.8,88.64,1.24,11.43,422.15,67,12.38
"259","21","1","IL17-8831 x IL19-14856","IL19-14856 x IL17-8831","21 x 1","1 x 21",131.73,36.91,57.67,89.5,1.04,8.61,427.16,31,17.39
"260","21","38","IL17-8831 x IL19-15327","IL19-15327 x IL17-8831","21 x 38","38 x 21",133.69,37.17,57.53,87.87,1.03,7.85,408.84,393,-0.93
"261","21","8","IL17-8831 x IL19-18153","IL19-18153 x IL17-8831","21 x 8","8 x 21",133.66,35.72,57.87,88.56,1.03,9.79,416.84,141,7.07
"262","21","30","IL17-8831 x IL19-18837","IL19-18837 x IL17-8831","21 x 30","30 x 21",134.06,35.63,57.67,86.9,0.95,8.43,406.25,479,-3.52
"263","21","32","IL17-8831 x IL19-21760","IL19-21760 x IL17-8831","21 x 32","32 x 21",133.11,35.44,57.49,86.63,0.95,11.68,404.04,548,-5.73
"264","21","10","IL17-8831 x IL19-22757","IL19-22757 x IL17-8831","21 x 10","10 x 21",133.24,36.54,58.37,86.78,1.1,10.54,411.24,308,1.47
"265","21","31","IL17-8831 x IL19-23833","IL19-23833 x IL17-8831","21 x 31","31 x 21",134.05,36.89,58.09,88.19,1.08,11.42,413.54,218.5,3.77
"266","21","28","IL17-8831 x IL19-27565","IL19-27565 x IL17-8831","21 x 28","28 x 21",134.18,37.28,58.72,86.32,0.85,6.84,411.65,284,1.88
"267","21","35","IL17-8831 x IL19-3505","IL19-3505 x IL17-8831","21 x 35","35 x 21",132.74,36.81,57.78,87.6,0.95,7.72,418.06,112,8.29
"268","21","20","IL17-8831 x IL19-3528","IL19-3528 x IL17-8831","21 x 20","20 x 21",132.74,37.05,57.77,87.2,0.97,8.61,415.08,180.5,5.31
"269","21","19","IL17-8831 x IL19-6946","IL19-6946 x IL17-8831","21 x 19","19 x 21",133.35,36.26,57.77,88.43,1.34,12.89,408.3,411,-1.47
"270","21","6","IL17-8831 x US16-IL-061-032","US16-IL-061-032 x IL17-8831","21 x 6","6 x 21",133.21,37.05,57.77,86.37,1.39,13.14,398.66,668,-11.11
"271","21","13","IL17-8831 x US16-IL-062-031","US16-IL-062-031 x IL17-8831","21 x 13","13 x 21",132.19,36.29,58.65,87.53,1.24,10.36,417.23,128,7.46
"272","21","29","IL17-8831 x US16-IL-062-109","US16-IL-062-109 x IL17-8831","21 x 29","29 x 21",133.9,36.19,57.85,88.45,1.27,11.12,409.61,362,-0.16
"273","21","18","IL17-8831 x US16-IL-063-063","US16-IL-063-063 x IL17-8831","21 x 18","18 x 21",132.79,35.41,57.62,85.58,1.24,14.07,396.63,704,-13.14
"274","21","27","IL17-8831 x US16-IL-064-095","US16-IL-064-095 x IL17-8831","21 x 27","27 x 21",133.56,36.45,58.14,87.1,1.12,10.82,410.63,330,0.86
"275","21","34","IL17-8831 x US17-IL-108-039","US17-IL-108-039 x IL17-8831","21 x 34","34 x 21",135.69,36.17,57.83,89.56,1.19,12.71,405.93,493,-3.84
"276","21","39","IL17-8831 x US17-IL-108-070","US17-IL-108-070 x IL17-8831","21 x 39","39 x 21",134.85,36.78,58.37,87.31,1.13,13.53,403.3,572,-6.47
"277","5","24","IL18-14535 x IL18-15372","IL18-15372 x IL18-14535","5 x 24","24 x 5",130.93,35.73,58.37,85.39,1.14,13.41,413.3,227,3.53
"278","5","36","IL18-14535 x IL18-22767","IL18-22767 x IL18-14535","5 x 36","36 x 5",132.11,36.24,57.73,87.02,1.13,13.53,410.26,340,0.49
"279","5","12","IL18-14535 x IL18-22976","IL18-22976 x IL18-14535","5 x 12","12 x 5",133.31,37.2,58.1,87.79,1.12,13.99,412.67,251,2.9
"280","5","15","IL18-14535 x IL18-23760","IL18-23760 x IL18-14535","5 x 15","15 x 5",132.64,36.27,58.23,86.45,1.12,12.67,410.84,324,1.07
"281","5","17","IL18-14535 x IL18-4910","IL18-4910 x IL18-14535","5 x 17","17 x 5",131.44,36.34,58.7,83.99,0.89,11.98,409.72,354.5,-0.05
"282","5","3","IL18-14535 x IL18MSFRS-18","IL18MSFRS-18 x IL18-14535","5 x 3","3 x 5",133.2,36.44,58.15,89.29,1.01,11.03,424.02,50,14.25
"283","5","33","IL18-14535 x IL19-10123","IL19-10123 x IL18-14535","5 x 33","33 x 5",130.32,36.22,58.06,85.18,1.24,13.29,413.54,218.5,3.77
"284","5","23","IL18-14535 x IL19-12830","IL19-12830 x IL18-14535","5 x 23","23 x 5",132.1,36.5,58.27,85,1.18,13.22,405.42,507,-4.35
"285","5","37","IL18-14535 x IL19-13713","IL19-13713 x IL18-14535","5 x 37","37 x 5",130.8,35.72,58.11,84.27,0.9,8.12,416.46,149,6.69
"286","5","14","IL18-14535 x IL19-13942","IL19-13942 x IL18-14535","5 x 14","14 x 5",129.81,35.79,58.02,83.16,0.96,10.21,413.67,214,3.9
"287","5","7","IL18-14535 x IL19-13978","IL19-13978 x IL18-14535","5 x 7","7 x 5",130.26,36.02,58.21,83.63,1.08,11.87,410.49,331,0.72
"288","5","4","IL18-14535 x IL19-14617","IL19-14617 x IL18-14535","5 x 4","4 x 5",129.64,36.03,58.02,86.89,1.26,13.72,423.69,53,13.92
"289","5","1","IL18-14535 x IL19-14856","IL19-14856 x IL18-14535","5 x 1","1 x 5",130.04,36.64,57.89,87.75,1.07,10.9,429.05,19,19.28
"290","5","38","IL18-14535 x IL19-15327","IL19-15327 x IL18-14535","5 x 38","38 x 5",132,36.9,57.75,86.12,1.06,10.14,410.72,327.5,0.95
"291","5","8","IL18-14535 x IL19-18153","IL19-18153 x IL18-14535","5 x 8","8 x 5",131.98,35.45,58.09,86.81,1.05,12.08,417.08,130,7.31
"292","5","30","IL18-14535 x IL19-18837","IL19-18837 x IL18-14535","5 x 30","30 x 5",132.37,35.36,57.89,85.15,0.98,10.72,408.05,416.5,-1.72
"293","5","32","IL18-14535 x IL19-21760","IL19-21760 x IL18-14535","5 x 32","32 x 5",131.42,35.17,57.7,84.88,0.98,13.97,405.94,492,-3.83
"294","5","10","IL18-14535 x IL19-22757","IL19-22757 x IL18-14535","5 x 10","10 x 5",131.56,36.27,58.59,85.02,1.13,12.83,409.27,380,-0.5
"295","5","31","IL18-14535 x IL19-23833","IL19-23833 x IL18-14535","5 x 31","31 x 5",132.36,36.62,58.31,86.43,1.11,13.71,411.55,289,1.78
"296","5","28","IL18-14535 x IL19-27565","IL19-27565 x IL18-14535","5 x 28","28 x 5",132.49,37.01,58.94,84.57,0.87,9.13,409.55,367,-0.22
"297","5","35","IL18-14535 x IL19-3505","IL19-3505 x IL18-14535","5 x 35","35 x 5",131.06,36.54,58,85.85,0.97,10.01,419.82,96,10.05
"298","5","20","IL18-14535 x IL19-3528","IL19-3528 x IL18-14535","5 x 20","20 x 5",131.05,36.78,57.99,85.44,1,10.9,416.86,140,7.09
"299","5","19","IL18-14535 x IL19-6946","IL19-6946 x IL18-14535","5 x 19","19 x 5",131.66,35.99,57.99,86.68,1.37,15.19,410.29,337,0.52
"300","5","6","IL18-14535 x US16-IL-061-032","US16-IL-061-032 x IL18-14535","5 x 6","6 x 5",131.52,36.78,57.98,84.62,1.42,15.43,400.64,635,-9.13
"301","5","13","IL18-14535 x US16-IL-062-031","US16-IL-062-031 x IL18-14535","5 x 13","13 x 5",130.5,36.02,58.87,85.78,1.27,12.65,415.29,175,5.52
"302","5","29","IL18-14535 x US16-IL-062-109","US16-IL-062-109 x IL18-14535","5 x 29","29 x 5",132.21,35.92,58.07,86.7,1.3,13.42,410.33,334.5,0.56
"303","5","18","IL18-14535 x US16-IL-063-063","US16-IL-063-063 x IL18-14535","5 x 18","18 x 5",131.1,35.14,57.84,83.83,1.27,16.36,398.6,672,-11.17
"304","5","27","IL18-14535 x US16-IL-064-095","US16-IL-064-095 x IL18-14535","5 x 27","27 x 5",131.87,36.17,58.36,85.34,1.15,13.12,408.66,396.5,-1.11
"305","5","34","IL18-14535 x US17-IL-108-039","US17-IL-108-039 x IL18-14535","5 x 34","34 x 5",134,35.9,58.04,87.81,1.22,15.01,407.09,452.5,-2.68
"306","5","39","IL18-14535 x US17-IL-108-070","US17-IL-108-070 x IL18-14535","5 x 39","39 x 5",133.16,36.51,58.59,85.55,1.16,15.82,401.38,622,-8.39
"307","24","36","IL18-15372 x IL18-22767","IL18-22767 x IL18-15372","24 x 36","36 x 24",132.1,36.46,58.07,86.95,1.14,12.36,415.49,171,5.72
"308","24","12","IL18-15372 x IL18-22976","IL18-22976 x IL18-15372","24 x 12","12 x 24",133.3,37.42,58.44,87.72,1.13,12.82,413.14,231,3.37
"309","24","15","IL18-15372 x IL18-23760","IL18-23760 x IL18-15372","24 x 15","15 x 24",132.63,36.49,58.57,86.38,1.12,11.5,411.29,305.5,1.52
"310","24","17","IL18-15372 x IL18-4910","IL18-4910 x IL18-15372","24 x 17","17 x 24",131.43,36.56,59.04,83.92,0.89,10.81,410.15,345,0.38
"311","24","3","IL18-15372 x IL18MSFRS-18","IL18MSFRS-18 x IL18-15372","24 x 3","3 x 24",133.19,36.65,58.49,89.23,1.02,9.86,424.49,44,14.72
"312","24","33","IL18-15372 x IL19-10123","IL19-10123 x IL18-15372","24 x 33","33 x 24",130.31,36.44,58.4,85.11,1.25,12.12,413.99,205,4.22
"313","24","23","IL18-15372 x IL19-12830","IL19-12830 x IL18-15372","24 x 23","23 x 24",132.09,36.72,58.61,84.93,1.18,12.05,405.86,495,-3.91
"314","24","37","IL18-15372 x IL19-13713","IL19-13713 x IL18-15372","24 x 37","37 x 24",130.79,35.94,58.45,84.2,0.9,6.95,416.89,139,7.12
"315","24","14","IL18-15372 x IL19-13942","IL19-13942 x IL18-15372","24 x 14","14 x 24",129.8,36.01,58.36,83.09,0.96,9.04,414.09,202.5,4.32
"316","24","7","IL18-15372 x IL19-13978","IL19-13978 x IL18-15372","24 x 7","7 x 24",130.25,36.24,58.55,83.56,1.09,10.7,410.92,320,1.15
"317","24","4","IL18-15372 x IL19-14617","IL19-14617 x IL18-15372","24 x 4","4 x 24",129.63,36.25,58.37,86.82,1.27,12.54,424.15,49,14.38
"318","24","1","IL18-15372 x IL19-14856","IL19-14856 x IL18-15372","24 x 1","1 x 24",130.03,36.86,58.23,87.68,1.08,9.73,431.47,10,21.7
"319","24","38","IL18-15372 x IL19-15327","IL19-15327 x IL18-15372","24 x 38","38 x 24",131.99,37.12,58.09,86.05,1.07,8.97,415.5,170,5.73
"320","24","8","IL18-15372 x IL19-18153","IL19-18153 x IL18-15372","24 x 8","8 x 24",131.97,35.66,58.43,86.74,1.06,10.91,417.54,119,7.77
"321","24","30","IL18-15372 x IL19-18837","IL19-18837 x IL18-15372","24 x 30","30 x 24",132.36,35.58,58.24,85.08,0.99,9.55,410.32,336,0.55
"322","24","32","IL18-15372 x IL19-21760","IL19-21760 x IL18-15372","24 x 32","32 x 24",131.41,35.39,58.05,84.81,0.99,12.8,411.39,299,1.62
"323","24","10","IL18-15372 x IL19-22757","IL19-22757 x IL18-15372","24 x 10","10 x 24",131.55,36.49,58.93,84.96,1.13,11.66,409.71,356,-0.06
"324","24","31","IL18-15372 x IL19-23833","IL19-23833 x IL18-15372","24 x 31","31 x 24",132.35,36.84,58.65,86.37,1.11,12.54,412,271.5,2.23
